"","Cell","Cell_type"
"147","C_147","Myeloid cell"
"148","C_148","Myeloid cell"
"149","C_149","Myeloid cell"
"150","C_150","Myeloid cell"
"151","C_151","Myeloid cell"
"152","C_152","T cell"
"153","C_153","Myeloid cell"
"154","C_154","Myeloid cell"
"155","C_155","Myeloid cell"
"156","C_156","Myeloid cell"
"157","C_157","Macrophage"
"158","C_158","Myeloid cell"
"159","C_159","T cell"
"160","C_160","Myeloid cell"
"161","C_161","Myeloid cell"
"162","C_162","Myeloid cell"
"163","C_163","Myeloid cell"
"164","C_164","Myeloid cell"
"165","C_165","Myeloid cell"
"166","C_166","Myeloid cell"
"167","C_167","Myeloid cell"
"168","C_168","Macrophage"
"169","C_169","Myeloid cell"
"170","C_170","Myeloid cell"
"171","C_171","Myeloid cell"
"172","C_172","Myeloid cell"
"173","C_173","Myeloid cell"
"174","C_174","Myeloid cell"
"175","C_175","Myeloid cell"
"176","C_176","Myeloid cell"
"177","C_177","Myeloid cell"
"178","C_178","Myeloid cell"
"179","C_179","Myeloid cell"
"180","C_180","Macrophage"
"181","C_181","T cell"
"182","C_182","Myeloid cell"
"183","C_183","Myeloid cell"
"184","C_184","Myeloid cell"
"185","C_185","Myeloid cell"
"186","C_186","Myeloid cell"
"187","C_187","Myeloid cell"
"188","C_188","Myeloid cell"
"189","C_189","T cell"
"190","C_190","Myeloid cell"
"191","C_191","T cell"
"192","C_192","Myeloid cell"
"193","C_193","Myeloid cell"
"194","C_194","Myeloid cell"
"195","C_195","Myeloid cell"
"196","C_196","Myeloid cell"
"197","C_197","Myeloid cell"
"198","C_198","Myeloid cell"
"199","C_199","Macrophage"
"200","C_200","Myeloid cell"
"201","C_201","Myeloid cell"
"202","C_202","Macrophage"
"203","C_203","Myeloid cell"
"204","C_204","T cell"
"205","C_205","Myeloid cell"
"206","C_206","Myeloid cell"
"207","C_207","Myeloid cell"
"208","C_208","Myeloid cell"
"209","C_209","Myeloid cell"
"210","C_210","Myeloid cell"
"211","C_211","Myeloid cell"
"212","C_212","Myeloid cell"
"213","C_213","Myeloid cell"
"214","C_214","Myeloid cell"
"215","C_215","Myeloid cell"
"216","C_216","T cell"
"217","C_217","Macrophage"
"218","C_218","Myeloid cell"
"219","C_219","Myeloid cell"
"220","C_220","Myeloid cell"
"221","C_221","T cell"
"222","C_222","Myeloid cell"
"223","C_223","Myeloid cell"
"224","C_224","Myeloid cell"
"225","C_225","Myeloid cell"
"226","C_226","Myeloid cell"
"227","C_227","Myeloid cell"
"228","C_228","Myeloid cell"
"229","C_229","Macrophage"
"230","C_230","Macrophage"
"231","C_231","Myeloid cell"
"232","C_232","Myeloid cell"
"233","C_233","Myeloid cell"
"234","C_234","Macrophage"
"235","C_235","Myeloid cell"
"236","C_236","T cell"
"237","C_237","T cell"
"238","C_238","Fasciculata cell"
"239","C_239","T cell"
"240","C_240","Myeloid cell"
"241","C_241","Myeloid cell"
"242","C_242","Macrophage"
"243","C_243","Myeloid cell"
"244","C_244","Myeloid cell"
"245","C_245","Myeloid cell"
"246","C_246","Myeloid cell"
"247","C_247","Myeloid cell"
"248","C_248","Myeloid cell"
"249","C_249","Myeloid cell"
"250","C_250","Myeloid cell"
"251","C_251","Myeloid cell"
"252","C_252","Myeloid cell"
"253","C_253","Myeloid cell"
"254","C_254","Myeloid cell"
"255","C_255","Macrophage"
"256","C_256","Myeloid cell"
"257","C_257","Myeloid cell"
"258","C_258","Myeloid cell"
"259","C_259","Myeloid cell"
"260","C_260","Myeloid cell"
"261","C_261","Myeloid cell"
"262","C_262","Myeloid cell"
"263","C_263","Myeloid cell"
"264","C_264","Myeloid cell"
"265","C_265","Myeloid cell"
"266","C_266","Myeloid cell"
"267","C_267","Myeloid cell"
"268","C_268","Myeloid cell"
"269","C_269","Myeloid cell"
"270","C_270","Myeloid cell"
"271","C_271","Myeloid cell"
"272","C_272","Myeloid cell"
"273","C_273","Myeloid cell"
"274","C_274","Myeloid cell"
"275","C_275","Myeloid cell"
"276","C_276","Myeloid cell"
"277","C_277","Myeloid cell"
"278","C_278","Myeloid cell"
"279","C_279","Myeloid cell"
"280","C_280","Myeloid cell"
"281","C_281","Myeloid cell"
"282","C_282","Myeloid cell"
"283","C_283","Myeloid cell"
"284","C_284","Macrophage"
"285","C_285","Myeloid cell"
"286","C_286","Myeloid cell"
"287","C_287","Fasciculata cell"
"288","C_288","Myeloid cell"
"289","C_289","Myeloid cell"
"290","C_290","Myeloid cell"
"291","C_291","Macrophage"
"292","C_292","Myeloid cell"
"293","C_293","Myeloid cell"
"294","C_294","Myeloid cell"
"295","C_295","Myeloid cell"
"296","C_296","Myeloid cell"
"297","C_297","Myeloid cell"
"298","C_298","Myeloid cell"
"299","C_299","T cell"
"300","C_300","Myeloid cell"
"301","C_301","Myeloid cell"
"302","C_302","Myeloid cell"
"303","C_303","T cell"
"304","C_304","Myeloid cell"
"305","C_305","Myeloid cell"
"306","C_306","Myeloid cell"
"307","C_307","Myeloid cell"
"308","C_308","Myeloid cell"
"309","C_309","Myeloid cell"
"310","C_310","Macrophage"
"311","C_311","Myeloid cell"
"312","C_312","Macrophage"
"313","C_313","Myeloid cell"
"314","C_314","T cell"
"315","C_315","Myeloid cell"
"316","C_316","Myeloid cell"
"317","C_317","Myeloid cell"
"318","C_318","Myeloid cell"
"319","C_319","Myeloid cell"
"320","C_320","Myeloid cell"
"321","C_321","T cell"
"322","C_322","Myeloid cell"
"323","C_323","Myeloid cell"
"324","C_324","Myeloid cell"
"325","C_325","T cell"
"326","C_326","Myeloid cell"
"327","C_327","Macrophage"
"328","C_328","Myeloid cell"
"329","C_329","Macrophage"
"330","C_330","Myeloid cell"
"331","C_331","Myeloid cell"
"332","C_332","Myeloid cell"
"333","C_333","Myeloid cell"
"334","C_334","Myeloid cell"
"335","C_335","Myeloid cell"
"336","C_336","Myeloid cell"
"337","C_337","Myeloid cell"
"338","C_338","Myeloid cell"
"339","C_339","Myeloid cell"
"340","C_340","Myeloid cell"
"341","C_341","Myeloid cell"
"342","C_342","Myeloid cell"
"343","C_343","Myeloid cell"
"344","C_344","Myeloid cell"
"345","C_345","Myeloid cell"
"346","C_346","Myeloid cell"
"347","C_347","Myeloid cell"
"348","C_348","Macrophage"
"349","C_349","T cell"
"350","C_350","T cell"
"351","C_351","Myeloid cell"
"352","C_352","T cell"
"353","C_353","Myeloid cell"
"354","C_354","Myeloid cell"
"355","C_355","Myeloid cell"
"356","C_356","Myeloid cell"
"357","C_357","Myeloid cell"
"358","C_358","Myeloid cell"
"359","C_359","Myeloid cell"
"360","C_360","Myeloid cell"
"361","C_361","Myeloid cell"
"362","C_362","Myeloid cell"
"363","C_363","Myeloid cell"
"364","C_364","Myeloid cell"
"365","C_365","Myeloid cell"
"366","C_366","Myeloid cell"
"367","C_367","Myeloid cell"
"368","C_368","T cell"
"369","C_369","Myeloid cell"
"370","C_370","Myeloid cell"
"371","C_371","T cell"
"372","C_372","Myeloid cell"
"373","C_373","Myeloid cell"
"374","C_374","Myeloid cell"
"375","C_375","Myeloid cell"
"376","C_376","Myeloid cell"
"377","C_377","Myeloid cell"
"378","C_378","Fasciculata cell"
"379","C_379","Myeloid cell"
"380","C_380","Myeloid cell"
"381","C_381","Myeloid cell"
"382","C_382","Myeloid cell"
"383","C_383","Myeloid cell"
"384","C_384","Myeloid cell"
"385","C_385","Myeloid cell"
"386","C_386","Myeloid cell"
"387","C_387","Myeloid cell"
"388","C_388","Myeloid cell"
"389","C_389","Myeloid cell"
"390","C_390","Myeloid cell"
"391","C_391","Myeloid cell"
"392","C_392","Myeloid cell"
"393","C_393","Myeloid cell"
"394","C_394","Myeloid cell"
"395","C_395","Myeloid cell"
"396","C_396","Myeloid cell"
"397","C_397","Myeloid cell"
"398","C_398","Myeloid cell"
"399","C_399","Myeloid cell"
"400","C_400","Myeloid cell"
"401","C_401","Myeloid cell"
"402","C_402","Myeloid cell"
"403","C_403","Myeloid cell"
"404","C_404","Myeloid cell"
"405","C_405","Myeloid cell"
"406","C_406","T cell"
"407","C_407","Myeloid cell"
"408","C_408","Myeloid cell"
"409","C_409","T cell"
"410","C_410","Myeloid cell"
"411","C_411","Myeloid cell"
"412","C_412","T cell"
"413","C_413","Myeloid cell"
"414","C_414","Myeloid cell"
"415","C_415","Myeloid cell"
"416","C_416","Myeloid cell"
"417","C_417","Myeloid cell"
"418","C_418","Myeloid cell"
"419","C_419","Myeloid cell"
"420","C_420","Myeloid cell"
"421","C_421","Myeloid cell"
"422","C_422","Myeloid cell"
"423","C_423","Myeloid cell"
"424","C_424","Myeloid cell"
"425","C_425","Myeloid cell"
"426","C_426","Myeloid cell"
"427","C_427","Myeloid cell"
"428","C_428","Myeloid cell"
"429","C_429","Myeloid cell"
"430","C_430","Myeloid cell"
"431","C_431","Myeloid cell"
"432","C_432","Myeloid cell"
"433","C_433","Myeloid cell"
"434","C_434","T cell"
"435","C_435","Myeloid cell"
"436","C_436","Myeloid cell"
"437","C_437","Myeloid cell"
"438","C_438","Myeloid cell"
"439","C_439","Myeloid cell"
"440","C_440","Myeloid cell"
"441","C_441","T cell"
"442","C_442","Myeloid cell"
"443","C_443","T cell"
"444","C_444","Myeloid cell"
"445","C_445","Myeloid cell"
"446","C_446","Myeloid cell"
"447","C_447","Myeloid cell"
"448","C_448","T cell"
"449","C_449","Myeloid cell"
"450","C_450","Myeloid cell"
"451","C_451","Myeloid cell"
"452","C_452","T cell"
"453","C_453","Myeloid cell"
"454","C_454","T cell"
"455","C_455","Myeloid cell"
"456","C_456","Myeloid cell"
"457","C_457","T cell"
"458","C_458","Myeloid cell"
"459","C_459","Myeloid cell"
"460","C_460","Myeloid cell"
"461","C_461","Myeloid cell"
"462","C_462","Myeloid cell"
"463","C_463","Myeloid cell"
"464","C_464","Myeloid cell"
"465","C_465","Myeloid cell"
"466","C_466","Myeloid cell"
"467","C_467","Myeloid cell"
"468","C_468","Myeloid cell"
"469","C_469","Myeloid cell"
"470","C_470","Myeloid cell"
"471","C_471","T cell"
"472","C_472","Myeloid cell"
"473","C_473","Dendritic cell"
"474","C_474","Myeloid cell"
"475","C_475","Myeloid cell"
"476","C_476","T cell"
"477","C_477","Myeloid cell"
"478","C_478","Myeloid cell"
"479","C_479","Myeloid cell"
"480","C_480","Myeloid cell"
"481","C_481","Myeloid cell"
"482","C_482","Myeloid cell"
"483","C_483","Myeloid cell"
"484","C_484","Myeloid cell"
"485","C_485","Myeloid cell"
"486","C_486","Myeloid cell"
"487","C_487","Myeloid cell"
"488","C_488","Myeloid cell"
"489","C_489","Myeloid cell"
"490","C_490","Myeloid cell"
"491","C_491","Myeloid cell"
"492","C_492","T cell"
"493","C_493","Myeloid cell"
"494","C_494","Myeloid cell"
"495","C_495","T cell"
"496","C_496","Myeloid cell"
"497","C_497","Myeloid cell"
"498","C_498","Myeloid cell"
"499","C_499","Myeloid cell"
"500","C_500","Myeloid cell"
"501","C_501","Myeloid cell"
"502","C_502","T cell"
"503","C_503","Myeloid cell"
"504","C_504","Myeloid cell"
"505","C_505","Myeloid cell"
"506","C_506","Myeloid cell"
"507","C_507","Myeloid cell"
"508","C_508","Myeloid cell"
"509","C_509","Myeloid cell"
"510","C_510","Myeloid cell"
"511","C_511","Myeloid cell"
"512","C_512","T cell"
"513","C_513","Myeloid cell"
"514","C_514","T cell"
"515","C_515","Myeloid cell"
"516","C_516","Myeloid cell"
"517","C_517","Myeloid cell"
"518","C_518","Myeloid cell"
"519","C_519","Myeloid cell"
"520","C_520","Myeloid cell"
"521","C_521","Myeloid cell"
"522","C_522","Myeloid cell"
"523","C_523","Myeloid cell"
"524","C_524","Myeloid cell"
"525","C_525","Myeloid cell"
"526","C_526","Myeloid cell"
"527","C_527","Myeloid cell"
"528","C_528","Myeloid cell"
"529","C_529","Myeloid cell"
"530","C_530","Myeloid cell"
"531","C_531","Myeloid cell"
"532","C_532","Myeloid cell"
"533","C_533","Myeloid cell"
"534","C_534","Myeloid cell"
"535","C_535","Myeloid cell"
"536","C_536","Myeloid cell"
"537","C_537","Myeloid cell"
"538","C_538","Myeloid cell"
"539","C_539","Myeloid cell"
"540","C_540","Myeloid cell"
"541","C_541","Myeloid cell"
"542","C_542","Myeloid cell"
"543","C_543","Myeloid cell"
"544","C_544","Myeloid cell"
"545","C_545","T cell"
"546","C_546","Myeloid cell"
"547","C_547","Macrophage"
"548","C_548","T cell"
"549","C_549","Myeloid cell"
"550","C_550","Myeloid cell"
"551","C_551","Myeloid cell"
"552","C_552","Myeloid cell"
"553","C_553","Myeloid cell"
"554","C_554","Myeloid cell"
"555","C_555","Myeloid cell"
"556","C_556","Macrophage"
"557","C_557","Myeloid cell"
"558","C_558","Myeloid cell"
"559","C_559","Myeloid cell"
"560","C_560","Myeloid cell"
"561","C_561","Myeloid cell"
"562","C_562","Myeloid cell"
"563","C_563","Myeloid cell"
"564","C_564","Myeloid cell"
"565","C_565","Myeloid cell"
"566","C_566","Myeloid cell"
"567","C_567","Myeloid cell"
"568","C_568","Myeloid cell"
"569","C_569","Myeloid cell"
"570","C_570","Myeloid cell"
"571","C_571","Myeloid cell"
"572","C_572","Myeloid cell"
"573","C_573","Myeloid cell"
"574","C_574","Myeloid cell"
"575","C_575","Myeloid cell"
"576","C_576","Myeloid cell"
"577","C_577","Myeloid cell"
"578","C_578","Myeloid cell"
"579","C_579","Macrophage"
"580","C_580","Myeloid cell"
"581","C_581","Myeloid cell"
"582","C_582","Myeloid cell"
"583","C_583","Myeloid cell"
"584","C_584","Myeloid cell"
"585","C_585","T cell"
"586","C_586","Myeloid cell"
"587","C_587","Myeloid cell"
"588","C_588","Myeloid cell"
"589","C_589","Myeloid cell"
"590","C_590","Myeloid cell"
"591","C_591","T cell"
"592","C_592","Myeloid cell"
"593","C_593","Myeloid cell"
"594","C_594","Myeloid cell"
"595","C_595","Myeloid cell"
"596","C_596","Myeloid cell"
"597","C_597","Myeloid cell"
"598","C_598","Myeloid cell"
"599","C_599","Myeloid cell"
"600","C_600","Myeloid cell"
"601","C_601","Myeloid cell"
"602","C_602","Myeloid cell"
"603","C_603","Myeloid cell"
"604","C_604","Myeloid cell"
"605","C_605","Myeloid cell"
"606","C_606","Myeloid cell"
"607","C_607","T cell"
"608","C_608","Myeloid cell"
"609","C_609","Myeloid cell"
"610","C_610","Myeloid cell"
"611","C_611","Myeloid cell"
"612","C_612","Myeloid cell"
"613","C_613","Myeloid cell"
"614","C_614","Myeloid cell"
"615","C_615","Myeloid cell"
"616","C_616","Myeloid cell"
"617","C_617","Myeloid cell"
"618","C_618","T cell"
"619","C_619","Myeloid cell"
"620","C_620","Myeloid cell"
"621","C_621","Myeloid cell"
"622","C_622","Myeloid cell"
"623","C_623","T cell"
"624","C_624","Myeloid cell"
"625","C_625","Myeloid cell"
"626","C_626","Myeloid cell"
"627","C_627","Macrophage"
"628","C_628","Myeloid cell"
"629","C_629","T cell"
"630","C_630","Myeloid cell"
"631","C_631","Myeloid cell"
"632","C_632","Myeloid cell"
"633","C_633","Myeloid cell"
"634","C_634","Myeloid cell"
"635","C_635","Myeloid cell"
"636","C_636","Myeloid cell"
"637","C_637","T cell"
"638","C_638","Myeloid cell"
"639","C_639","Myeloid cell"
"640","C_640","Myeloid cell"
"641","C_641","Myeloid cell"
"642","C_642","Myeloid cell"
"643","C_643","Myeloid cell"
"644","C_644","T cell"
"645","C_645","Myeloid cell"
"646","C_646","Myeloid cell"
"647","C_647","Myeloid cell"
"648","C_648","Myeloid cell"
"649","C_649","Myeloid cell"
"650","C_650","T cell"
"651","C_651","Myeloid cell"
"652","C_652","Myeloid cell"
"653","C_653","Myeloid cell"
"654","C_654","Myeloid cell"
"655","C_655","Myeloid cell"
"656","C_656","Myeloid cell"
"657","C_657","T cell"
"658","C_658","Myeloid cell"
"659","C_659","Myeloid cell"
"660","C_660","Myeloid cell"
"661","C_661","Myeloid cell"
"662","C_662","Macrophage"
"663","C_663","Myeloid cell"
"664","C_664","Myeloid cell"
"665","C_665","Macrophage"
"666","C_666","T cell"
"667","C_667","T cell"
"668","C_668","Myeloid cell"
"669","C_669","T cell"
"670","C_670","T cell"
"671","C_671","Myeloid cell"
"672","C_672","Myeloid cell"
"673","C_673","Myeloid cell"
"674","C_674","Myeloid cell"
"675","C_675","Myeloid cell"
"676","C_676","T cell"
"677","C_677","Myeloid cell"
"678","C_678","T cell"
"679","C_679","Myeloid cell"
"680","C_680","Myeloid cell"
"681","C_681","Myeloid cell"
"682","C_682","Myeloid cell"
"683","C_683","Myeloid cell"
"684","C_684","Myeloid cell"
"685","C_685","Myeloid cell"
"686","C_686","Myeloid cell"
"687","C_687","Macrophage"
"688","C_688","Myeloid cell"
"689","C_689","Myeloid cell"
"690","C_690","T cell"
"691","C_691","Myeloid cell"
"692","C_692","T cell"
"693","C_693","T cell"
"694","C_694","Myeloid cell"
"695","C_695","Myeloid cell"
"696","C_696","Myeloid cell"
"697","C_697","Myeloid cell"
"698","C_698","Myeloid cell"
"699","C_699","Myeloid cell"
"700","C_700","Myeloid cell"
"701","C_701","Myeloid cell"
"702","C_702","Myeloid cell"
"703","C_703","Myeloid cell"
"704","C_704","Myeloid cell"
"705","C_705","Myeloid cell"
"706","C_706","Myeloid cell"
"707","C_707","Myeloid cell"
"708","C_708","Myeloid cell"
"709","C_709","Myeloid cell"
"710","C_710","Myeloid cell"
"711","C_711","Myeloid cell"
"712","C_712","Myeloid cell"
"713","C_713","Myeloid cell"
"714","C_714","Myeloid cell"
"715","C_715","Myeloid cell"
"716","C_716","Myeloid cell"
"717","C_717","Myeloid cell"
"718","C_718","Myeloid cell"
"719","C_719","Myeloid cell"
"720","C_720","T cell"
"721","C_721","Myeloid cell"
"722","C_722","Myeloid cell"
"723","C_723","Myeloid cell"
"724","C_724","Myeloid cell"
"725","C_725","Macrophage"
"726","C_726","Myeloid cell"
"727","C_727","Myeloid cell"
"728","C_728","Myeloid cell"
"729","C_729","Fasciculata cell"
"730","C_730","T cell"
"731","C_731","Myeloid cell"
"732","C_732","Myeloid cell"
"733","C_733","Myeloid cell"
"734","C_734","Myeloid cell"
"735","C_735","Myeloid cell"
"736","C_736","Myeloid cell"
"737","C_737","Myeloid cell"
"738","C_738","T cell"
"739","C_739","Myeloid cell"
"740","C_740","Myeloid cell"
"741","C_741","Myeloid cell"
"742","C_742","Myeloid cell"
"743","C_743","Myeloid cell"
"744","C_744","Myeloid cell"
"745","C_745","Myeloid cell"
"746","C_746","Myeloid cell"
"747","C_747","Myeloid cell"
"748","C_748","Myeloid cell"
"749","C_749","T cell"
"750","C_750","Myeloid cell"
"751","C_751","Myeloid cell"
"752","C_752","Myeloid cell"
"753","C_753","Macrophage"
"754","C_754","T cell"
"755","C_755","Myeloid cell"
"756","C_756","Myeloid cell"
"757","C_757","Monocyte"
"758","C_758","Myeloid cell"
"759","C_759","Myeloid cell"
"760","C_760","Myeloid cell"
"761","C_761","Myeloid cell"
"762","C_762","Myeloid cell"
"763","C_763","Myeloid cell"
"764","C_764","Myeloid cell"
"765","C_765","Myeloid cell"
"766","C_766","Myeloid cell"
"767","C_767","T cell"
"768","C_768","Myeloid cell"
"769","C_769","Myeloid cell"
"770","C_770","Myeloid cell"
"771","C_771","Myeloid cell"
"772","C_772","Myeloid cell"
"773","C_773","Myeloid cell"
"774","C_774","Myeloid cell"
"775","C_775","Myeloid cell"
"776","C_776","Myeloid cell"
"777","C_777","Myeloid cell"
"778","C_778","T cell"
"779","C_779","Myeloid cell"
"780","C_780","Myeloid cell"
"781","C_781","Myeloid cell"
"782","C_782","Myeloid cell"
"783","C_783","Myeloid cell"
"784","C_784","T cell"
"785","C_785","Myeloid cell"
"786","C_786","Myeloid cell"
"787","C_787","Myeloid cell"
"788","C_788","Myeloid cell"
"789","C_789","Myeloid cell"
"790","C_790","Myeloid cell"
"791","C_791","T cell"
"792","C_792","Macrophage"
"793","C_793","Myeloid cell"
"794","C_794","Myeloid cell"
"795","C_795","Myeloid cell"
"796","C_796","Myeloid cell"
"797","C_797","Myeloid cell"
"798","C_798","Myeloid cell"
"799","C_799","Myeloid cell"
"800","C_800","Myeloid cell"
"801","C_801","Myeloid cell"
"802","C_802","Myeloid cell"
"803","C_803","Myeloid cell"
"804","C_804","Myeloid cell"
"805","C_805","T cell"
"806","C_806","Myeloid cell"
"807","C_807","Myeloid cell"
"808","C_808","Myeloid cell"
"809","C_809","Myeloid cell"
"810","C_810","Myeloid cell"
"811","C_811","T cell"
"812","C_812","Myeloid cell"
"813","C_813","Myeloid cell"
"814","C_814","Myeloid cell"
"815","C_815","Myeloid cell"
"816","C_816","Macrophage"
"817","C_817","Myeloid cell"
"818","C_818","Myeloid cell"
"819","C_819","Myeloid cell"
"820","C_820","Myeloid cell"
"821","C_821","Myeloid cell"
"822","C_822","Myeloid cell"
"823","C_823","Myeloid cell"
"824","C_824","Myeloid cell"
"825","C_825","Myeloid cell"
"826","C_826","Myeloid cell"
"827","C_827","Myeloid cell"
"828","C_828","Myeloid cell"
"829","C_829","Myeloid cell"
"830","C_830","Myeloid cell"
"831","C_831","Myeloid cell"
"832","C_832","Myeloid cell"
"833","C_833","Myeloid cell"
"834","C_834","Myeloid cell"
"835","C_835","Myeloid cell"
"836","C_836","Myeloid cell"
"837","C_837","Myeloid cell"
"838","C_838","Myeloid cell"
"839","C_839","Myeloid cell"
"840","C_840","Myeloid cell"
"841","C_841","Myeloid cell"
"842","C_842","Myeloid cell"
"843","C_843","Myeloid cell"
"844","C_844","Myeloid cell"
"845","C_845","T cell"
"846","C_846","Myeloid cell"
"847","C_847","Myeloid cell"
"848","C_848","Myeloid cell"
"849","C_849","Myeloid cell"
"850","C_850","Myeloid cell"
"851","C_851","Myeloid cell"
"852","C_852","Myeloid cell"
"853","C_853","T cell"
"854","C_854","Myeloid cell"
"855","C_855","Myeloid cell"
"856","C_856","Myeloid cell"
"857","C_857","Myeloid cell"
"858","C_858","Myeloid cell"
"859","C_859","Myeloid cell"
"860","C_860","Myeloid cell"
"861","C_861","Myeloid cell"
"862","C_862","T cell"
"863","C_863","Myeloid cell"
"864","C_864","Myeloid cell"
"865","C_865","Macrophage"
"866","C_866","T cell"
"867","C_867","Myeloid cell"
"868","C_868","Myeloid cell"
"869","C_869","Myeloid cell"
"870","C_870","Myeloid cell"
"871","C_871","Myeloid cell"
"872","C_872","Fasciculata cell"
"873","C_873","Myeloid cell"
"874","C_874","Myeloid cell"
"875","C_875","Myeloid cell"
"876","C_876","Myeloid cell"
"877","C_877","T cell"
"878","C_878","T cell"
"879","C_879","Myeloid cell"
"880","C_880","Myeloid cell"
"881","C_881","Myeloid cell"
"882","C_882","Myeloid cell"
"883","C_883","Myeloid cell"
"884","C_884","Myeloid cell"
"885","C_885","Myeloid cell"
"886","C_886","Macrophage"
"887","C_887","Myeloid cell"
"888","C_888","Myeloid cell"
"889","C_889","Fasciculata cell"
"890","C_890","Myeloid cell"
"891","C_891","Myeloid cell"
"892","C_892","Myeloid cell"
"893","C_893","Myeloid cell"
"894","C_894","Myeloid cell"
"895","C_895","Myeloid cell"
"896","C_896","Myeloid cell"
"897","C_897","Myeloid cell"
"898","C_898","Myeloid cell"
"899","C_899","Myeloid cell"
"900","C_900","T cell"
