93,C_93,CD8+ MAIT-like T cell,21
94,C_94,CD8+ cytotoxic lymphocyte T cell,21
95,C_95,CD8+ MAIT-like T cell,21
96,C_96,Regulatory CD4 T cell,21
97,C_97,CD8+ MAIT-like T cell,21
98,C_98,CD8+ MAIT-like T cell,21
99,C_99,Regulatory CD4 T cell,21
100,C_100,Hypermutated B cell,3
101,C_101,Dendritic cell,5
102,C_102,CD8+ MAIT-like T cell,21
103,C_103,CD8+ MAIT-like T cell,21
104,C_104,Regulatory CD4 T cell,21
105,C_105,Regulatory CD4 T cell,21
106,C_106,CD8+ MAIT-like T cell,21
107,C_107,CD8+ MAIT-like T cell,21
108,C_108,CD8+ MAIT-like T cell,21
109,C_109,CD8+ MAIT-like T cell,21
110,C_110,GD CD8+ T cell,21
111,C_111,CD8+ MAIT-like T cell,21
112,C_112,CD8+ MAIT-like T cell,21
113,C_113,CD8+ cytotoxic lymphocyte T cell,21
114,C_114,GD CD8+ T cell,21
115,C_115,Dendritic cell,5
116,C_116,CD8+ MAIT-like T cell,21
117,C_117,CD8+ MAIT-like T cell,21
118,C_118,CD8+ MAIT-like T cell,21
119,C_119,GD CD8+ T cell,21
120,C_120,CD8+ MAIT-like T cell,21
121,C_121,CD8+ MAIT-like T cell,21
122,C_122,Regulatory CD4 T cell,21
123,C_123,CD8+ cytotoxic lymphocyte T cell,21
124,C_124,CD8+ MAIT-like T cell,21
125,C_125,Hypermutated B cell,3
126,C_126,CD8+ MAIT-like T cell,21
127,C_127,Regulatory CD4 T cell,21
128,C_128,Dendritic cell,5
129,C_129,CD8+ MAIT-like T cell,21
130,C_130,Regulatory CD4 T cell,21
131,C_131,Dividing T cell,21
132,C_132,CD8+ MAIT-like T cell,21
133,C_133,CD8+ MAIT-like T cell,21
134,C_134,Regulatory CD4 T cell,21
135,C_135,CD8+ MAIT-like T cell,21
136,C_136,CD8+ MAIT-like T cell,21
137,C_137,CD8+ MAIT-like T cell,21
138,C_138,CD8+ MAIT-like T cell,21
139,C_139,Plasmacytoid dendritic cell,5
140,C_140,Regulatory CD4 T cell,21
141,C_141,CD8+ MAIT-like T cell,21
142,C_142,CD8+ cytotoxic lymphocyte T cell,21
143,C_143,Regulatory CD4 T cell,21
144,C_144,Dividing T cell,21
145,C_145,CD8+ MAIT-like T cell,21
146,C_146,CD8+ cytotoxic lymphocyte T cell,21
147,C_147,CD8+ MAIT-like T cell,21
148,C_148,CD8+ cytotoxic lymphocyte T cell,21
149,C_149,CD8+ MAIT-like T cell,21
150,C_150,CD8+ MAIT-like T cell,21
151,C_151,CD8+ MAIT-like T cell,21
152,C_152,CD8+ MAIT-like T cell,21
153,C_153,Regulatory CD4 T cell,21
154,C_154,CD8+ MAIT-like T cell,21
155,C_155,CD8+ MAIT-like T cell,21
156,C_156,CD8+ MAIT-like T cell,21
157,C_157,CD8+ cytotoxic lymphocyte T cell,21
158,C_158,Dendritic cell,5
159,C_159,Regulatory CD4 T cell,21
160,C_160,CD8+ cytotoxic lymphocyte T cell,21
161,C_161,CD8+ MAIT-like T cell,21
162,C_162,CD8+ MAIT-like T cell,21
163,C_163,CD8+ MAIT-like T cell,21
164,C_164,Dividing T cell,21
165,C_165,CD8+ MAIT-like T cell,21
166,C_166,CD8+ MAIT-like T cell,21
167,C_167,Regulatory CD4 T cell,21
168,C_168,CD8+ MAIT-like T cell,21
169,C_169,Regulatory CD4 T cell,21
170,C_170,Regulatory CD4 T cell,21
171,C_171,CD8+ MAIT-like T cell,21
172,C_172,CD8+ MAIT-like T cell,21
173,C_173,CD8+ MAIT-like T cell,21
174,C_174,CD8+ cytotoxic lymphocyte T cell,21
175,C_175,CD8+ MAIT-like T cell,21
176,C_176,CD8+ MAIT-like T cell,21
177,C_177,CD8+ MAIT-like T cell,21
178,C_178,CD8+ MAIT-like T cell,21
179,C_179,CD8+ MAIT-like T cell,21
180,C_180,Dendritic cell,5
181,C_181,CD8+ MAIT-like T cell,21
182,C_182,CD8+ cytotoxic lymphocyte T cell,21
183,C_183,CD8+ MAIT-like T cell,21
184,C_184,CD8+ MAIT-like T cell,21
185,C_185,CD8+ MAIT-like T cell,21
186,C_186,CD8+ MAIT-like T cell,21
187,C_187,Regulatory CD4 T cell,21
188,C_188,CD8+ MAIT-like T cell,21
189,C_189,CD8+ MAIT-like T cell,21
190,C_190,CD8+ MAIT-like T cell,21
191,C_191,CD8+ MAIT-like T cell,21
192,C_192,CD8+ MAIT-like T cell,21
193,C_193,CD8+ MAIT-like T cell,21
194,C_194,CD8+ MAIT-like T cell,21
195,C_195,GD CD8+ T cell,21
196,C_196,GD CD8+ T cell,21
197,C_197,Plasmacytoid dendritic cell,5
198,C_198,CD8+ MAIT-like T cell,21
199,C_199,Regulatory CD4 T cell,21
200,C_200,CD8+ MAIT-like T cell,21
201,C_201,GD CD8+ T cell,21
202,C_202,GD CD8+ T cell,21
203,C_203,CD8+ MAIT-like T cell,21
204,C_204,Dividing T cell,21
205,C_205,CD8+ MAIT-like T cell,21
206,C_206,CD8+ MAIT-like T cell,21
207,C_207,GD CD8+ T cell,21
208,C_208,CD8+ MAIT-like T cell,21
209,C_209,GD CD8+ T cell,21
210,C_210,CD8+ MAIT-like T cell,21
211,C_211,Regulatory CD4 T cell,21
212,C_212,Regulatory CD4 T cell,21
213,C_213,CD8+ MAIT-like T cell,21
214,C_214,GD CD8+ T cell,21
215,C_215,CD8+ MAIT-like T cell,21
216,C_216,CD8+ MAIT-like T cell,21
217,C_217,CD8+ MAIT-like T cell,21
218,C_218,Hypermutated B cell,3
219,C_219,CD8+ MAIT-like T cell,21
220,C_220,CD8+ MAIT-like T cell,21
221,C_221,CD8+ MAIT-like T cell,21
222,C_222,Macrophage,12
223,C_223,CD8+ cytotoxic lymphocyte T cell,21
224,C_224,CD8+ MAIT-like T cell,21
225,C_225,CD8+ cytotoxic lymphocyte T cell,21
226,C_226,CD8+ cytotoxic lymphocyte T cell,21
227,C_227,Regulatory CD4 T cell,21
228,C_228,CD8+ MAIT-like T cell,21
229,C_229,CD8+ MAIT-like T cell,21
230,C_230,CD8+ cytotoxic lymphocyte T cell,21
231,C_231,CD8+ MAIT-like T cell,21
232,C_232,CD8+ MAIT-like T cell,21
233,C_233,CD8+ MAIT-like T cell,21
234,C_234,Dendritic cell,5
235,C_235,CD8+ MAIT-like T cell,21
236,C_236,GD CD8+ T cell,21
237,C_237,CD8+ MAIT-like T cell,21
238,C_238,CD8+ MAIT-like T cell,21
239,C_239,CD8+ MAIT-like T cell,21
240,C_240,Dendritic cell,5
241,C_241,CD8+ MAIT-like T cell,21
242,C_242,CD8+ cytotoxic lymphocyte T cell,21
243,C_243,CD8+ MAIT-like T cell,21
244,C_244,CD8+ MAIT-like T cell,21
245,C_245,Regulatory CD4 T cell,21
246,C_246,CD8+ MAIT-like T cell,21
247,C_247,CD8+ MAIT-like T cell,21
248,C_248,CD8+ MAIT-like T cell,21
249,C_249,CD8+ MAIT-like T cell,21
250,C_250,CD8+ cytotoxic lymphocyte T cell,21
251,C_251,Regulatory CD4 T cell,21
252,C_252,CD8+ MAIT-like T cell,21
253,C_253,CD8+ MAIT-like T cell,21
254,C_254,CD8+ MAIT-like T cell,21
255,C_255,Regulatory CD4 T cell,21
256,C_256,CD8+ cytotoxic lymphocyte T cell,21
257,C_257,CD8+ MAIT-like T cell,21
258,C_258,CD8+ MAIT-like T cell,21
259,C_259,CD8+ MAIT-like T cell,21
260,C_260,CD8+ MAIT-like T cell,21
261,C_261,CD8+ MAIT-like T cell,21
262,C_262,CD8+ MAIT-like T cell,21
263,C_263,CD8+ MAIT-like T cell,21
264,C_264,CD8+ MAIT-like T cell,21
265,C_265,CD8+ cytotoxic lymphocyte T cell,21
266,C_266,Dendritic cell,5
267,C_267,CD8+ MAIT-like T cell,21
268,C_268,CD8+ MAIT-like T cell,21
269,C_269,Dividing T cell,21
270,C_270,Regulatory CD4 T cell,21
271,C_271,CD8+ MAIT-like T cell,21
272,C_272,GD CD8+ T cell,21
273,C_273,CD8+ MAIT-like T cell,21
274,C_274,CD8+ MAIT-like T cell,21
275,C_275,Hypermutated B cell,3
276,C_276,GD CD8+ T cell,21
277,C_277,Regulatory CD4 T cell,21
278,C_278,CD8+ MAIT-like T cell,21
279,C_279,CD8+ MAIT-like T cell,21
280,C_280,CD8+ MAIT-like T cell,21
281,C_281,Plasmacytoid dendritic cell,5
282,C_282,CD8+ MAIT-like T cell,21
283,C_283,CD8+ MAIT-like T cell,21
284,C_284,Regulatory CD4 T cell,21
285,C_285,Regulatory CD4 T cell,21
286,C_286,CD8+ cytotoxic lymphocyte T cell,21
287,C_287,CD8+ MAIT-like T cell,21
288,C_288,GD CD8+ T cell,21
289,C_289,Plasmacytoid dendritic cell,5
290,C_290,CD8+ MAIT-like T cell,21
291,C_291,CD8+ MAIT-like T cell,21
292,C_292,CD8+ cytotoxic lymphocyte T cell,21
293,C_293,Activated dendritic cell,5
294,C_294,CD8+ MAIT-like T cell,21
295,C_295,Regulatory CD4 T cell,21
296,C_296,CD8+ MAIT-like T cell,21
297,C_297,CD8+ MAIT-like T cell,21
298,C_298,Regulatory CD4 T cell,21
299,C_299,CD8+ cytotoxic lymphocyte T cell,21
300,C_300,CD8+ cytotoxic lymphocyte T cell,21
301,C_301,CD8+ MAIT-like T cell,21
302,C_302,GD CD8+ T cell,21
303,C_303,Regulatory CD4 T cell,21
304,C_304,CD8+ MAIT-like T cell,21
305,C_305,CD8+ MAIT-like T cell,21
306,C_306,CD8+ MAIT-like T cell,21
307,C_307,Dendritic cell,5
308,C_308,CD8+ MAIT-like T cell,21
309,C_309,CD8+ MAIT-like T cell,21
310,C_310,CD8+ MAIT-like T cell,21
311,C_311,CD8+ MAIT-like T cell,21
312,C_312,CD8+ MAIT-like T cell,21
313,C_313,CD8+ cytotoxic lymphocyte T cell,21
314,C_314,CD8+ MAIT-like T cell,21
315,C_315,CD8+ MAIT-like T cell,21
316,C_316,CD8+ MAIT-like T cell,21
317,C_317,CD8+ MAIT-like T cell,21
318,C_318,Dendritic cell,5
319,C_319,Dividing T cell,21
320,C_320,GD CD8+ T cell,21
321,C_321,Regulatory CD4 T cell,21
322,C_322,Regulatory CD4 T cell,21
323,C_323,Dendritic cell,5
324,C_324,CD8+ MAIT-like T cell,21
325,C_325,Dividing T cell,21
326,C_326,Plasmacytoid dendritic cell,5
327,C_327,CD8+ MAIT-like T cell,21
328,C_328,CD8+ cytotoxic lymphocyte T cell,21
329,C_329,Macrophage,12
330,C_330,CD8+ MAIT-like T cell,21
331,C_331,CD8+ MAIT-like T cell,21
332,C_332,CD8+ MAIT-like T cell,21
333,C_333,CD8+ cytotoxic lymphocyte T cell,21
334,C_334,Dendritic cell,5
335,C_335,CD8+ MAIT-like T cell,21
336,C_336,CD8+ MAIT-like T cell,21
337,C_337,GD CD8+ T cell,21
338,C_338,CD8+ MAIT-like T cell,21
339,C_339,CD8+ MAIT-like T cell,21
340,C_340,CD8+ MAIT-like T cell,21
341,C_341,CD8+ MAIT-like T cell,21
342,C_342,Dividing T cell,21
343,C_343,CD8+ MAIT-like T cell,21
344,C_344,CD8+ MAIT-like T cell,21
345,C_345,CD8+ MAIT-like T cell,21
346,C_346,CD8+ MAIT-like T cell,21
347,C_347,CD8+ MAIT-like T cell,21
348,C_348,Regulatory CD4 T cell,21
349,C_349,CD8+ MAIT-like T cell,21
350,C_350,CD8+ MAIT-like T cell,21
351,C_351,CD8+ MAIT-like T cell,21
352,C_352,CD8+ MAIT-like T cell,21
353,C_353,CD8+ MAIT-like T cell,21
354,C_354,CD8+ cytotoxic lymphocyte T cell,21
355,C_355,CD8+ MAIT-like T cell,21
356,C_356,CD8+ MAIT-like T cell,21
357,C_357,CD8+ MAIT-like T cell,21
358,C_358,CD8+ MAIT-like T cell,21
359,C_359,CD8+ MAIT-like T cell,21
360,C_360,CD8+ MAIT-like T cell,21
361,C_361,CD8+ MAIT-like T cell,21
362,C_362,CD8+ MAIT-like T cell,21
363,C_363,CD8+ cytotoxic lymphocyte T cell,21
364,C_364,CD8+ cytotoxic lymphocyte T cell,21
365,C_365,GD CD8+ T cell,21
366,C_366,Hypermutated B cell,3
367,C_367,CD8+ MAIT-like T cell,21
368,C_368,CD8+ MAIT-like T cell,21
369,C_369,CD8+ MAIT-like T cell,21
370,C_370,CD8+ cytotoxic lymphocyte T cell,21
371,C_371,Dendritic cell,5
372,C_372,CD8+ MAIT-like T cell,21
373,C_373,CD8+ MAIT-like T cell,21
374,C_374,GD CD8+ T cell,21
375,C_375,CD8+ MAIT-like T cell,21
376,C_376,Regulatory CD4 T cell,21
377,C_377,CD8+ MAIT-like T cell,21
378,C_378,CD8+ MAIT-like T cell,21
379,C_379,CD8+ MAIT-like T cell,21
380,C_380,CD8+ MAIT-like T cell,21
381,C_381,CD8+ MAIT-like T cell,21
382,C_382,CD8+ MAIT-like T cell,21
383,C_383,CD8+ MAIT-like T cell,21
384,C_384,CD8+ MAIT-like T cell,21
385,C_385,CD8+ MAIT-like T cell,21
386,C_386,CD8+ MAIT-like T cell,21
387,C_387,Regulatory CD4 T cell,21
388,C_388,CD8+ MAIT-like T cell,21
389,C_389,GD CD8+ T cell,21
390,C_390,CD8+ MAIT-like T cell,21
391,C_391,CD8+ MAIT-like T cell,21
392,C_392,CD8+ MAIT-like T cell,21
393,C_393,CD8+ MAIT-like T cell,21
394,C_394,CD8+ MAIT-like T cell,21
395,C_395,CD8+ MAIT-like T cell,21
396,C_396,CD8+ MAIT-like T cell,21
397,C_397,CD8+ MAIT-like T cell,21
398,C_398,CD8+ cytotoxic lymphocyte T cell,21
399,C_399,CD8+ MAIT-like T cell,21
400,C_400,CD8+ cytotoxic lymphocyte T cell,21
401,C_401,Regulatory CD4 T cell,21
402,C_402,CD8+ MAIT-like T cell,21
403,C_403,CD8+ MAIT-like T cell,21
404,C_404,CD8+ cytotoxic lymphocyte T cell,21
405,C_405,CD8+ MAIT-like T cell,21
406,C_406,CD8+ MAIT-like T cell,21
407,C_407,CD8+ MAIT-like T cell,21
408,C_408,CD8+ MAIT-like T cell,21
409,C_409,Regulatory CD4 T cell,21
410,C_410,Regulatory CD4 T cell,21
411,C_411,CD8+ MAIT-like T cell,21
412,C_412,CD8+ MAIT-like T cell,21
413,C_413,Regulatory CD4 T cell,21
414,C_414,CD8+ MAIT-like T cell,21
415,C_415,CD8+ MAIT-like T cell,21
416,C_416,Activated dendritic cell,5
417,C_417,Regulatory CD4 T cell,21
418,C_418,CD8+ MAIT-like T cell,21
419,C_419,CD8+ MAIT-like T cell,21
420,C_420,CD8+ MAIT-like T cell,21
421,C_421,CD8+ cytotoxic lymphocyte T cell,21
422,C_422,CD8+ cytotoxic lymphocyte T cell,21
423,C_423,Regulatory CD4 T cell,21
424,C_424,CD8+ cytotoxic lymphocyte T cell,21
425,C_425,CD8+ MAIT-like T cell,21
426,C_426,CD8+ cytotoxic lymphocyte T cell,21
427,C_427,Dendritic cell,5
428,C_428,CD8+ MAIT-like T cell,21
429,C_429,CD8+ MAIT-like T cell,21
430,C_430,Dendritic cell,5
431,C_431,Regulatory CD4 T cell,21
432,C_432,CD8+ MAIT-like T cell,21
433,C_433,CD8+ MAIT-like T cell,21
434,C_434,Regulatory CD4 T cell,21
435,C_435,CD8+ MAIT-like T cell,21
436,C_436,CD8+ MAIT-like T cell,21
437,C_437,CD8+ MAIT-like T cell,21
438,C_438,GD CD8+ T cell,21
439,C_439,CD8+ MAIT-like T cell,21
440,C_440,CD8+ MAIT-like T cell,21
441,C_441,CD8+ MAIT-like T cell,21
442,C_442,CD8+ MAIT-like T cell,21
443,C_443,Regulatory CD4 T cell,21
444,C_444,CD8+ MAIT-like T cell,21
445,C_445,CD8+ MAIT-like T cell,21
446,C_446,CD8+ MAIT-like T cell,21
447,C_447,Regulatory CD4 T cell,21
448,C_448,CD8+ cytotoxic lymphocyte T cell,21
449,C_449,CD8+ cytotoxic lymphocyte T cell,21
450,C_450,CD8+ MAIT-like T cell,21
451,C_451,CD8+ cytotoxic lymphocyte T cell,21
452,C_452,Hypermutated B cell,3
453,C_453,CD8+ MAIT-like T cell,21
454,C_454,CD8+ MAIT-like T cell,21
455,C_455,CD8+ MAIT-like T cell,21
456,C_456,CD8+ MAIT-like T cell,21
457,C_457,CD8+ MAIT-like T cell,21
458,C_458,CD8+ MAIT-like T cell,21
459,C_459,GD CD8+ T cell,21
460,C_460,CD8+ MAIT-like T cell,21
461,C_461,Regulatory CD4 T cell,21
462,C_462,Regulatory CD4 T cell,21
463,C_463,Dendritic cell,5
464,C_464,CD8+ MAIT-like T cell,21
465,C_465,CD8+ cytotoxic lymphocyte T cell,21
466,C_466,CD8+ MAIT-like T cell,21
467,C_467,CD8+ MAIT-like T cell,21
468,C_468,CD8+ MAIT-like T cell,21
469,C_469,CD8+ MAIT-like T cell,21
470,C_470,Dendritic cell,5
471,C_471,Dividing T cell,21
472,C_472,CD8+ MAIT-like T cell,21
473,C_473,CD8+ MAIT-like T cell,21
474,C_474,CD8+ MAIT-like T cell,21
475,C_475,Dividing T cell,21
476,C_476,CD8+ cytotoxic lymphocyte T cell,21
477,C_477,CD8+ cytotoxic lymphocyte T cell,21
478,C_478,CD8+ MAIT-like T cell,21
479,C_479,CD8+ MAIT-like T cell,21
480,C_480,CD8+ MAIT-like T cell,21
481,C_481,CD8+ MAIT-like T cell,21
482,C_482,Dendritic cell,5
483,C_483,GD CD8+ T cell,21
484,C_484,GD CD8+ T cell,21
485,C_485,CD8+ MAIT-like T cell,21
486,C_486,CD8+ MAIT-like T cell,21
487,C_487,CD8+ MAIT-like T cell,21
488,C_488,CD8+ cytotoxic lymphocyte T cell,21
489,C_489,CD8+ MAIT-like T cell,21
490,C_490,CD8+ MAIT-like T cell,21
491,C_491,Regulatory CD4 T cell,21
492,C_492,CD8+ MAIT-like T cell,21
493,C_493,Regulatory CD4 T cell,21
494,C_494,CD8+ cytotoxic lymphocyte T cell,21
495,C_495,GD CD8+ T cell,21
496,C_496,CD8+ MAIT-like T cell,21
497,C_497,CD8+ MAIT-like T cell,21
498,C_498,CD8+ MAIT-like T cell,21
499,C_499,CD8+ MAIT-like T cell,21
500,C_500,CD8+ MAIT-like T cell,21
501,C_501,CD8+ cytotoxic lymphocyte T cell,21
502,C_502,CD8+ MAIT-like T cell,21
503,C_503,Regulatory CD4 T cell,21
504,C_504,Dendritic cell,5
505,C_505,CD8+ MAIT-like T cell,21
506,C_506,CD8+ MAIT-like T cell,21
507,C_507,CD8+ MAIT-like T cell,21
508,C_508,CD8+ cytotoxic lymphocyte T cell,21
509,C_509,CD8+ MAIT-like T cell,21
510,C_510,CD8+ cytotoxic lymphocyte T cell,21
511,C_511,CD8+ MAIT-like T cell,21
512,C_512,CD8+ MAIT-like T cell,21
513,C_513,CD8+ MAIT-like T cell,21
514,C_514,Regulatory CD4 T cell,21
515,C_515,CD8+ MAIT-like T cell,21
516,C_516,CD8+ MAIT-like T cell,21
517,C_517,CD8+ cytotoxic lymphocyte T cell,21
518,C_518,Macrophage,12
519,C_519,GD CD8+ T cell,21
520,C_520,CD8+ MAIT-like T cell,21
521,C_521,CD8+ MAIT-like T cell,21
522,C_522,CD8+ cytotoxic lymphocyte T cell,21
523,C_523,GD CD8+ T cell,21
524,C_524,CD8+ MAIT-like T cell,21
525,C_525,Dendritic cell,5
526,C_526,CD8+ MAIT-like T cell,21
527,C_527,CD8+ MAIT-like T cell,21
528,C_528,CD8+ MAIT-like T cell,21
529,C_529,CD8+ MAIT-like T cell,21
530,C_530,CD8+ MAIT-like T cell,21
531,C_531,CD8+ MAIT-like T cell,21
532,C_532,Regulatory CD4 T cell,21
533,C_533,CD8+ cytotoxic lymphocyte T cell,21
534,C_534,CD8+ MAIT-like T cell,21
535,C_535,CD8+ MAIT-like T cell,21
536,C_536,Regulatory CD4 T cell,21
537,C_537,CD8+ MAIT-like T cell,21
538,C_538,CD8+ MAIT-like T cell,21
539,C_539,CD8+ cytotoxic lymphocyte T cell,21
540,C_540,CD8+ MAIT-like T cell,21
541,C_541,CD8+ MAIT-like T cell,21
542,C_542,CD8+ cytotoxic lymphocyte T cell,21
543,C_543,CD8+ MAIT-like T cell,21
544,C_544,CD8+ MAIT-like T cell,21
545,C_545,CD8+ MAIT-like T cell,21
546,C_546,CD8+ MAIT-like T cell,21
547,C_547,CD8+ MAIT-like T cell,21
548,C_548,CD8+ MAIT-like T cell,21
549,C_549,Regulatory CD4 T cell,21
550,C_550,Hypermutated B cell,3
551,C_551,CD8+ MAIT-like T cell,21
552,C_552,CD8+ MAIT-like T cell,21
553,C_553,CD8+ MAIT-like T cell,21
554,C_554,CD8+ MAIT-like T cell,21
555,C_555,Regulatory CD4 T cell,21
556,C_556,CD8+ MAIT-like T cell,21
557,C_557,CD8+ MAIT-like T cell,21
558,C_558,CD8+ MAIT-like T cell,21
559,C_559,CD8+ MAIT-like T cell,21
560,C_560,CD8+ MAIT-like T cell,21
561,C_561,Dividing T cell,21
562,C_562,Dendritic cell,5
563,C_563,CD8+ MAIT-like T cell,21
564,C_564,CD8+ MAIT-like T cell,21
565,C_565,Regulatory CD4 T cell,21
566,C_566,CD8+ MAIT-like T cell,21
567,C_567,CD8+ MAIT-like T cell,21
568,C_568,Regulatory CD4 T cell,21
569,C_569,GD CD8+ T cell,21
570,C_570,Dividing T cell,21
571,C_571,CD8+ MAIT-like T cell,21
572,C_572,CD8+ MAIT-like T cell,21
573,C_573,CD8+ cytotoxic lymphocyte T cell,21
574,C_574,GD CD8+ T cell,21
575,C_575,Regulatory CD4 T cell,21
576,C_576,CD8+ MAIT-like T cell,21
577,C_577,Dendritic cell,5
578,C_578,CD8+ MAIT-like T cell,21
579,C_579,CD8+ MAIT-like T cell,21
580,C_580,Regulatory CD4 T cell,21
581,C_581,CD8+ MAIT-like T cell,21
582,C_582,CD8+ MAIT-like T cell,21
583,C_583,CD8+ MAIT-like T cell,21
584,C_584,Hypermutated B cell,3
585,C_585,CD8+ MAIT-like T cell,21
586,C_586,CD8+ MAIT-like T cell,21
587,C_587,Regulatory CD4 T cell,21
588,C_588,CD8+ MAIT-like T cell,21
589,C_589,CD8+ MAIT-like T cell,21
590,C_590,CD8+ MAIT-like T cell,21
591,C_591,Regulatory CD4 T cell,21
592,C_592,CD8+ MAIT-like T cell,21
593,C_593,CD8+ MAIT-like T cell,21
594,C_594,CD8+ MAIT-like T cell,21
595,C_595,CD8+ MAIT-like T cell,21
596,C_596,CD8+ MAIT-like T cell,21
597,C_597,CD8+ MAIT-like T cell,21
598,C_598,CD8+ MAIT-like T cell,21
599,C_599,CD8+ MAIT-like T cell,21
600,C_600,CD8+ MAIT-like T cell,21
601,C_601,CD8+ MAIT-like T cell,21
602,C_602,CD8+ MAIT-like T cell,21
603,C_603,Regulatory CD4 T cell,21
604,C_604,GD CD8+ T cell,21
605,C_605,Dividing T cell,21
606,C_606,CD8+ MAIT-like T cell,21
607,C_607,CD8+ MAIT-like T cell,21
608,C_608,GD CD8+ T cell,21
609,C_609,Hypermutated B cell,3
610,C_610,CD8+ MAIT-like T cell,21
611,C_611,CD8+ MAIT-like T cell,21
612,C_612,Regulatory CD4 T cell,21
613,C_613,CD8+ cytotoxic lymphocyte T cell,21
614,C_614,Dendritic cell,5
615,C_615,Dendritic cell,5
616,C_616,CD8+ MAIT-like T cell,21
617,C_617,CD8+ MAIT-like T cell,21
618,C_618,CD8+ MAIT-like T cell,21
619,C_619,Dividing T cell,21
620,C_620,CD8+ MAIT-like T cell,21
