"","Cell","Cell_type"
"64","C_64","Proximal tubule epithelial cell"
"65","C_65","Proximal tubule epithelial cell"
"66","C_66","Proximal tubule epithelial cell"
"67","C_67","Proximal tubule epithelial cell"
"68","C_68","Proximal tubule epithelial cell"
"69","C_69","Proximal tubule epithelial cell"
"70","C_70","Proximal tubule epithelial cell"
"71","C_71","Proximal tubule epithelial cell"
"72","C_72","Proximal tubule epithelial cell"
"73","C_73","Proximal tubule epithelial cell"
"74","C_74","Proximal tubule epithelial cell"
"75","C_75","Proximal tubule epithelial cell"
"76","C_76","Proximal tubule epithelial cell"
"77","C_77","Proximal tubule epithelial cell"
"78","C_78","Proximal tubule epithelial cell"
"79","C_79","Proximal tubule epithelial cell"
"80","C_80","Proximal tubule epithelial cell"
"81","C_81","Proximal tubule epithelial cell"
"82","C_82","Proximal tubule epithelial cell"
"83","C_83","Proximal tubule epithelial cell"
"84","C_84","Proximal tubule epithelial cell"
"85","C_85","Proximal tubule epithelial cell"
"86","C_86","Proximal tubule epithelial cell"
"87","C_87","Proximal tubule epithelial cell"
"88","C_88","Proximal tubule epithelial cell"
"89","C_89","Proximal tubule epithelial cell"
"90","C_90","Proximal tubule epithelial cell"
"91","C_91","Proximal tubule epithelial cell"
"92","C_92","Proximal tubule epithelial cell"
"93","C_93","Proximal tubule epithelial cell"
"94","C_94","Proximal tubule epithelial cell"
"95","C_95","Proximal tubule epithelial cell"
"96","C_96","Proximal tubule epithelial cell"
"97","C_97","Proximal tubule epithelial cell"
"98","C_98","Proximal tubule epithelial cell"
"99","C_99","Proximal tubule epithelial cell"
"100","C_100","Proximal tubule epithelial cell"
"101","C_101","Proximal tubule epithelial cell"
"102","C_102","Proximal tubule epithelial cell"
"103","C_103","Proximal tubule epithelial cell"
"104","C_104","Proximal tubule epithelial cell"
"105","C_105","Proximal tubule epithelial cell"
"106","C_106","Proximal tubule epithelial cell"
"107","C_107","Proximal tubule epithelial cell"
"108","C_108","Proximal tubule epithelial cell"
"109","C_109","Proximal tubule epithelial cell"
"110","C_110","Proximal tubule epithelial cell"
"111","C_111","Proximal tubule epithelial cell"
"112","C_112","Proximal tubule epithelial cell"
"113","C_113","Proximal tubule epithelial cell"
"114","C_114","Proximal tubule epithelial cell"
"115","C_115","Proximal tubule epithelial cell"
"116","C_116","Proximal tubule epithelial cell"
"117","C_117","Proximal tubule epithelial cell"
"118","C_118","Proximal tubule epithelial cell"
"119","C_119","Proximal tubule epithelial cell"
"120","C_120","Proximal tubule epithelial cell"
"121","C_121","Proximal tubule epithelial cell"
"122","C_122","Proximal tubule epithelial cell"
"123","C_123","Proximal tubule epithelial cell"
"124","C_124","Proximal tubule epithelial cell"
"125","C_125","Proximal tubule epithelial cell"
"126","C_126","Proximal tubule epithelial cell"
"127","C_127","Proximal tubule epithelial cell"
"128","C_128","Proximal tubule epithelial cell"
"129","C_129","Proximal tubule epithelial cell"
"130","C_130","Proximal tubule epithelial cell"
"131","C_131","Proximal tubule epithelial cell"
"132","C_132","Proximal tubule epithelial cell"
"133","C_133","Proximal tubule epithelial cell"
"134","C_134","Proximal tubule epithelial cell"
"135","C_135","Proximal tubule epithelial cell"
"136","C_136","Proximal tubule epithelial cell"
"137","C_137","Proximal tubule epithelial cell"
"138","C_138","Proximal tubule epithelial cell"
"139","C_139","Proximal tubule epithelial cell"
"140","C_140","Proximal tubule epithelial cell"
"141","C_141","Proximal tubule epithelial cell"
"142","C_142","Proximal tubule epithelial cell"
"143","C_143","Proximal tubule epithelial cell"
"144","C_144","Proximal tubule epithelial cell"
"145","C_145","Proximal tubule epithelial cell"
"146","C_146","Proximal tubule epithelial cell"
"147","C_147","Proximal tubule epithelial cell"
"148","C_148","Proximal tubule epithelial cell"
"149","C_149","Proximal tubule epithelial cell"
"150","C_150","Proximal tubule epithelial cell"
"151","C_151","Proximal tubule epithelial cell"
"152","C_152","Proximal tubule epithelial cell"
"153","C_153","Proximal tubule epithelial cell"
"154","C_154","Proximal tubule epithelial cell"
"155","C_155","Proximal tubule epithelial cell"
"156","C_156","Proximal tubule epithelial cell"
"157","C_157","Proximal tubule epithelial cell"
"158","C_158","Proximal tubule epithelial cell"
"159","C_159","Proximal tubule epithelial cell"
"160","C_160","Proximal tubule epithelial cell"
"161","C_161","Proximal tubule epithelial cell"
"162","C_162","Proximal tubule epithelial cell"
"163","C_163","Proximal tubule epithelial cell"
"164","C_164","Proximal tubule epithelial cell"
"165","C_165","Proximal tubule epithelial cell"
"166","C_166","Proximal tubule epithelial cell"
"167","C_167","Proximal tubule epithelial cell"
"168","C_168","Proximal tubule epithelial cell"
"169","C_169","Proximal tubule epithelial cell"
"170","C_170","Proximal tubule epithelial cell"
"171","C_171","Proximal tubule epithelial cell"
"172","C_172","Proximal tubule epithelial cell"
"173","C_173","Proximal tubule epithelial cell"
"174","C_174","Proximal tubule epithelial cell"
"175","C_175","Proximal tubule epithelial cell"
"176","C_176","Proximal tubule epithelial cell"
"177","C_177","Proximal tubule epithelial cell"
"178","C_178","Proximal tubule epithelial cell"
"179","C_179","Proximal tubule epithelial cell"
"180","C_180","Proximal tubule epithelial cell"
"181","C_181","Proximal tubule epithelial cell"
"182","C_182","Proximal tubule epithelial cell"
"183","C_183","Proximal tubule epithelial cell"
"184","C_184","Proximal tubule epithelial cell"
"185","C_185","Proximal tubule epithelial cell"
"186","C_186","Proximal tubule epithelial cell"
"187","C_187","Proximal tubule epithelial cell"
"188","C_188","Proximal tubule epithelial cell"
"189","C_189","Proximal tubule epithelial cell"
"190","C_190","Proximal tubule epithelial cell"
"191","C_191","Proximal tubule epithelial cell"
"192","C_192","Proximal tubule epithelial cell"
"193","C_193","Proximal tubule epithelial cell"
"194","C_194","Proximal tubule epithelial cell"
"195","C_195","Proximal tubule epithelial cell"
"196","C_196","Proximal tubule epithelial cell"
"197","C_197","Proximal tubule epithelial cell"
"198","C_198","Proximal tubule epithelial cell"
"199","C_199","Proximal tubule epithelial cell"
"200","C_200","Proximal tubule epithelial cell"
"201","C_201","Proximal tubule epithelial cell"
"202","C_202","Proximal tubule epithelial cell"
"203","C_203","Proximal tubule epithelial cell"
"204","C_204","Proximal tubule epithelial cell"
"205","C_205","Proximal tubule epithelial cell"
"206","C_206","Proximal tubule epithelial cell"
"207","C_207","Proximal tubule epithelial cell"
"208","C_208","Proximal tubule epithelial cell"
"209","C_209","Proximal tubule epithelial cell"
"210","C_210","Proximal tubule epithelial cell"
"211","C_211","Proximal tubule epithelial cell"
"212","C_212","Proximal tubule epithelial cell"
"213","C_213","Proximal tubule epithelial cell"
"214","C_214","Proximal tubule epithelial cell"
"215","C_215","Proximal tubule epithelial cell"
"216","C_216","Proximal tubule epithelial cell"
"217","C_217","Proximal tubule epithelial cell"
"218","C_218","Proximal tubule epithelial cell"
"219","C_219","Proximal tubule epithelial cell"
"220","C_220","Proximal tubule epithelial cell"
"221","C_221","Proximal tubule epithelial cell"
"222","C_222","Proximal tubule epithelial cell"
"223","C_223","Proximal tubule epithelial cell"
"224","C_224","Proximal tubule epithelial cell"
"225","C_225","Proximal tubule epithelial cell"
"226","C_226","Proximal tubule epithelial cell"
"227","C_227","Proximal tubule epithelial cell"
"228","C_228","Proximal tubule epithelial cell"
"229","C_229","Proximal tubule epithelial cell"
"230","C_230","Proximal tubule epithelial cell"
"231","C_231","Proximal tubule epithelial cell"
"232","C_232","Proximal tubule epithelial cell"
"233","C_233","Proximal tubule epithelial cell"
"234","C_234","Proximal tubule epithelial cell"
"235","C_235","Proximal tubule epithelial cell"
"236","C_236","Proximal tubule epithelial cell"
"237","C_237","Proximal tubule epithelial cell"
"238","C_238","Proximal tubule epithelial cell"
"239","C_239","Proximal tubule epithelial cell"
"240","C_240","Proximal tubule epithelial cell"
"241","C_241","Proximal tubule epithelial cell"
"242","C_242","Proximal tubule epithelial cell"
"243","C_243","Proximal tubule epithelial cell"
"244","C_244","Proximal tubule epithelial cell"
"245","C_245","Proximal tubule epithelial cell"
"246","C_246","Proximal tubule epithelial cell"
"247","C_247","Proximal tubule epithelial cell"
"248","C_248","Proximal tubule epithelial cell"
"249","C_249","Proximal tubule epithelial cell"
"250","C_250","Proximal tubule epithelial cell"
"251","C_251","Proximal tubule epithelial cell"
"252","C_252","Proximal tubule epithelial cell"
"253","C_253","Proximal tubule epithelial cell"
"254","C_254","Proximal tubule epithelial cell"
"255","C_255","Proximal tubule epithelial cell"
"256","C_256","Proximal tubule epithelial cell"
"257","C_257","Proximal tubule epithelial cell"
"258","C_258","Proximal tubule epithelial cell"
"259","C_259","Proximal tubule epithelial cell"
"260","C_260","Proximal tubule epithelial cell"
"261","C_261","Proximal tubule epithelial cell"
"262","C_262","Proximal tubule epithelial cell"
"263","C_263","Proximal tubule epithelial cell"
"264","C_264","Proximal tubule epithelial cell"
"265","C_265","Proximal tubule epithelial cell"
"266","C_266","Proximal tubule epithelial cell"
"267","C_267","Proximal tubule epithelial cell"
"268","C_268","Proximal tubule epithelial cell"
"269","C_269","Proximal tubule epithelial cell"
"270","C_270","Proximal tubule epithelial cell"
"271","C_271","Proximal tubule epithelial cell"
"272","C_272","Proximal tubule epithelial cell"
"273","C_273","Proximal tubule epithelial cell"
"274","C_274","Proximal tubule epithelial cell"
"275","C_275","Proximal tubule epithelial cell"
"276","C_276","Proximal tubule epithelial cell"
"277","C_277","Proximal tubule epithelial cell"
"278","C_278","Proximal tubule epithelial cell"
"279","C_279","Proximal tubule epithelial cell"
"280","C_280","Proximal tubule epithelial cell"
"281","C_281","Proximal tubule epithelial cell"
"282","C_282","Proximal tubule epithelial cell"
"283","C_283","Proximal tubule epithelial cell"
"284","C_284","Proximal tubule epithelial cell"
"285","C_285","Proximal tubule epithelial cell"
"286","C_286","Proximal tubule epithelial cell"
"287","C_287","Proximal tubule epithelial cell"
"288","C_288","Proximal tubule epithelial cell"
"289","C_289","Proximal tubule epithelial cell"
"290","C_290","Proximal tubule epithelial cell"
"291","C_291","Proximal tubule epithelial cell"
"292","C_292","Proximal tubule epithelial cell"
"293","C_293","Proximal tubule epithelial cell"
"294","C_294","Proximal tubule epithelial cell"
"295","C_295","Proximal tubule epithelial cell"
"296","C_296","Proximal tubule epithelial cell"
"297","C_297","Proximal tubule epithelial cell"
"298","C_298","Proximal tubule epithelial cell"
"299","C_299","Proximal tubule epithelial cell"
"300","C_300","Proximal tubule epithelial cell"
"301","C_301","Proximal tubule epithelial cell"
"302","C_302","Proximal tubule epithelial cell"
"303","C_303","Proximal tubule epithelial cell"
"304","C_304","Proximal tubule epithelial cell"
"305","C_305","Proximal tubule epithelial cell"
"306","C_306","Proximal tubule epithelial cell"
"307","C_307","Proximal tubule epithelial cell"
"308","C_308","Proximal tubule epithelial cell"
"309","C_309","Proximal tubule epithelial cell"
"310","C_310","Proximal tubule epithelial cell"
"311","C_311","Proximal tubule epithelial cell"
"312","C_312","Proximal tubule epithelial cell"
"313","C_313","Proximal tubule epithelial cell"
"314","C_314","Proximal tubule epithelial cell"
"315","C_315","Proximal tubule epithelial cell"
"316","C_316","Proximal tubule epithelial cell"
"317","C_317","Proximal tubule epithelial cell"
"318","C_318","Proximal tubule epithelial cell"
"319","C_319","Proximal tubule epithelial cell"
"320","C_320","Proximal tubule epithelial cell"
"321","C_321","Proximal tubule epithelial cell"
"322","C_322","Proximal tubule epithelial cell"
"323","C_323","Proximal tubule epithelial cell"
"324","C_324","Proximal tubule epithelial cell"
"325","C_325","Proximal tubule epithelial cell"
"326","C_326","Proximal tubule epithelial cell"
"327","C_327","Proximal tubule epithelial cell"
"328","C_328","Proximal tubule epithelial cell"
"329","C_329","Proximal tubule epithelial cell"
"330","C_330","Proximal tubule epithelial cell"
"331","C_331","Proximal tubule epithelial cell"
"332","C_332","Proximal tubule epithelial cell"
"333","C_333","Proximal tubule epithelial cell"
"334","C_334","Proximal tubule epithelial cell"
"335","C_335","Proximal tubule epithelial cell"
"336","C_336","Proximal tubule epithelial cell"
"337","C_337","Proximal tubule epithelial cell"
"338","C_338","Proximal tubule epithelial cell"
"339","C_339","Proximal tubule epithelial cell"
"340","C_340","Proximal tubule epithelial cell"
"341","C_341","Proximal tubule epithelial cell"
"342","C_342","Proximal tubule epithelial cell"
"343","C_343","Proximal tubule epithelial cell"
"344","C_344","Proximal tubule epithelial cell"
"345","C_345","Proximal tubule epithelial cell"
"346","C_346","Proximal tubule epithelial cell"
"347","C_347","Proximal tubule epithelial cell"
"348","C_348","Proximal tubule epithelial cell"
"349","C_349","Proximal tubule epithelial cell"
"350","C_350","Proximal tubule epithelial cell"
"351","C_351","Proximal tubule epithelial cell"
"352","C_352","Proximal tubule epithelial cell"
"353","C_353","Proximal tubule epithelial cell"
"354","C_354","Proximal tubule epithelial cell"
"355","C_355","Proximal tubule epithelial cell"
"356","C_356","Proximal tubule epithelial cell"
"357","C_357","Proximal tubule epithelial cell"
"358","C_358","Proximal tubule epithelial cell"
"359","C_359","Proximal tubule epithelial cell"
"360","C_360","Proximal tubule epithelial cell"
"361","C_361","Proximal tubule epithelial cell"
"362","C_362","Proximal tubule epithelial cell"
"363","C_363","Proximal tubule epithelial cell"
"364","C_364","Proximal tubule epithelial cell"
"365","C_365","Proximal tubule epithelial cell"
"366","C_366","Proximal tubule epithelial cell"
"367","C_367","Proximal tubule epithelial cell"
"368","C_368","Proximal tubule epithelial cell"
"369","C_369","Proximal tubule epithelial cell"
"370","C_370","Proximal tubule epithelial cell"
"371","C_371","Proximal tubule epithelial cell"
"372","C_372","Proximal tubule epithelial cell"
"373","C_373","Proximal tubule epithelial cell"
"374","C_374","Proximal tubule epithelial cell"
"375","C_375","Proximal tubule epithelial cell"
"376","C_376","Proximal tubule epithelial cell"
"377","C_377","Proximal tubule epithelial cell"
"378","C_378","Proximal tubule epithelial cell"
"379","C_379","Proximal tubule epithelial cell"
"380","C_380","Proximal tubule epithelial cell"
"381","C_381","Proximal tubule epithelial cell"
"382","C_382","Proximal tubule epithelial cell"
"383","C_383","Proximal tubule epithelial cell"
"384","C_384","Proximal tubule epithelial cell"
"385","C_385","Proximal tubule epithelial cell"
"386","C_386","Proximal tubule epithelial cell"
"387","C_387","Proximal tubule epithelial cell"
"388","C_388","Proximal tubule epithelial cell"
"389","C_389","Proximal tubule epithelial cell"
"390","C_390","Proximal tubule epithelial cell"
"391","C_391","Proximal tubule epithelial cell"
"392","C_392","Proximal tubule epithelial cell"
"393","C_393","Proximal tubule epithelial cell"
"394","C_394","Proximal tubule epithelial cell"
"395","C_395","Proximal tubule epithelial cell"
"396","C_396","Proximal tubule epithelial cell"
"397","C_397","Proximal tubule epithelial cell"
"398","C_398","Proximal tubule epithelial cell"
"399","C_399","Proximal tubule epithelial cell"
"400","C_400","Proximal tubule epithelial cell"
"401","C_401","Proximal tubule epithelial cell"
"402","C_402","Proximal tubule epithelial cell"
"403","C_403","Proximal tubule epithelial cell"
"404","C_404","Proximal tubule epithelial cell"
"405","C_405","Proximal tubule epithelial cell"
"406","C_406","Proximal tubule epithelial cell"
"407","C_407","Proximal tubule epithelial cell"
"408","C_408","Proximal tubule epithelial cell"
"409","C_409","Proximal tubule epithelial cell"
"410","C_410","Proximal tubule epithelial cell"
"411","C_411","Proximal tubule epithelial cell"
"412","C_412","Proximal tubule epithelial cell"
"413","C_413","Proximal tubule epithelial cell"
"414","C_414","Proximal tubule epithelial cell"
"415","C_415","Proximal tubule epithelial cell"
"416","C_416","Proximal tubule epithelial cell"
"417","C_417","Proximal tubule epithelial cell"
"418","C_418","Proximal tubule epithelial cell"
"419","C_419","Proximal tubule epithelial cell"
"420","C_420","Proximal tubule epithelial cell"
"421","C_421","Proximal tubule epithelial cell"
"422","C_422","Proximal tubule epithelial cell"
"423","C_423","Proximal tubule epithelial cell"
"424","C_424","Proximal tubule epithelial cell"
"425","C_425","Proximal tubule epithelial cell"
"426","C_426","Proximal tubule epithelial cell"
"427","C_427","Proximal tubule epithelial cell"
"428","C_428","Proximal tubule epithelial cell"
"429","C_429","Proximal tubule epithelial cell"
"430","C_430","Proximal tubule epithelial cell"
"431","C_431","Proximal tubule epithelial cell"
"432","C_432","Proximal tubule epithelial cell"
"433","C_433","Proximal tubule epithelial cell"
"434","C_434","Proximal tubule epithelial cell"
"435","C_435","Proximal tubule epithelial cell"
"436","C_436","Proximal tubule epithelial cell"
"437","C_437","Proximal tubule epithelial cell"
"438","C_438","Proximal tubule epithelial cell"
"439","C_439","Proximal tubule epithelial cell"
"440","C_440","Proximal tubule epithelial cell"
"441","C_441","Proximal tubule epithelial cell"
"442","C_442","Proximal tubule epithelial cell"
"443","C_443","Proximal tubule epithelial cell"
"444","C_444","Proximal tubule epithelial cell"
"445","C_445","Proximal tubule epithelial cell"
"446","C_446","Proximal tubule epithelial cell"
"447","C_447","Proximal tubule epithelial cell"
"448","C_448","Proximal tubule epithelial cell"
"449","C_449","Proximal tubule epithelial cell"
"450","C_450","Proximal tubule epithelial cell"
"451","C_451","Proximal tubule epithelial cell"
"452","C_452","Proximal tubule epithelial cell"
"453","C_453","Proximal tubule epithelial cell"
"454","C_454","Proximal tubule epithelial cell"
"455","C_455","Proximal tubule epithelial cell"
"456","C_456","Proximal tubule epithelial cell"
"457","C_457","Proximal tubule epithelial cell"
"458","C_458","Proximal tubule epithelial cell"
"459","C_459","Proximal tubule epithelial cell"
"460","C_460","Proximal tubule epithelial cell"
"461","C_461","Proximal tubule epithelial cell"
"462","C_462","Proximal tubule epithelial cell"
"463","C_463","Proximal tubule epithelial cell"
"464","C_464","Proximal tubule epithelial cell"
"465","C_465","Proximal tubule epithelial cell"
"466","C_466","Proximal tubule epithelial cell"
"467","C_467","Proximal tubule epithelial cell"
"468","C_468","Proximal tubule epithelial cell"
"469","C_469","Proximal tubule epithelial cell"
"470","C_470","Proximal tubule epithelial cell"
"471","C_471","Proximal tubule epithelial cell"
"472","C_472","Proximal tubule epithelial cell"
"473","C_473","Proximal tubule epithelial cell"
"474","C_474","Proximal tubule epithelial cell"
"475","C_475","Proximal tubule epithelial cell"
"476","C_476","Proximal tubule epithelial cell"
"477","C_477","Proximal tubule epithelial cell"
"478","C_478","Proximal tubule epithelial cell"
"479","C_479","Proximal tubule epithelial cell"
"480","C_480","Proximal tubule epithelial cell"
"481","C_481","Proximal tubule epithelial cell"
"482","C_482","Proximal tubule epithelial cell"
"483","C_483","Proximal tubule epithelial cell"
"484","C_484","Proximal tubule epithelial cell"
"485","C_485","Proximal tubule epithelial cell"
"486","C_486","Proximal tubule epithelial cell"
"487","C_487","Proximal tubule epithelial cell"
"488","C_488","Proximal tubule epithelial cell"
"489","C_489","Proximal tubule epithelial cell"
"490","C_490","Proximal tubule epithelial cell"
"491","C_491","Proximal tubule epithelial cell"
"492","C_492","Proximal tubule epithelial cell"
"493","C_493","Proximal tubule epithelial cell"
"494","C_494","Proximal tubule epithelial cell"
"495","C_495","Proximal tubule epithelial cell"
"496","C_496","Proximal tubule epithelial cell"
"497","C_497","Proximal tubule epithelial cell"
"498","C_498","Proximal tubule epithelial cell"
"499","C_499","Proximal tubule epithelial cell"
"500","C_500","Proximal tubule epithelial cell"
"501","C_501","Proximal tubule epithelial cell"
"502","C_502","Proximal tubule epithelial cell"
"503","C_503","Proximal tubule epithelial cell"
"504","C_504","Proximal tubule epithelial cell"
"505","C_505","Proximal tubule epithelial cell"
"506","C_506","Proximal tubule epithelial cell"
"507","C_507","Proximal tubule epithelial cell"
"508","C_508","Proximal tubule epithelial cell"
"509","C_509","Proximal tubule epithelial cell"
"510","C_510","Proximal tubule epithelial cell"
"511","C_511","Proximal tubule epithelial cell"
"512","C_512","Proximal tubule epithelial cell"
"513","C_513","Proximal tubule epithelial cell"
"514","C_514","Proximal tubule epithelial cell"
"515","C_515","Proximal tubule epithelial cell"
"516","C_516","Proximal tubule epithelial cell"
"517","C_517","Proximal tubule epithelial cell"
"518","C_518","Proximal tubule epithelial cell"
"519","C_519","Proximal tubule epithelial cell"
"520","C_520","Proximal tubule epithelial cell"
"521","C_521","Proximal tubule epithelial cell"
"522","C_522","Proximal tubule epithelial cell"
"523","C_523","Proximal tubule epithelial cell"
"524","C_524","Proximal tubule epithelial cell"
"525","C_525","Proximal tubule epithelial cell"
"526","C_526","Proximal tubule epithelial cell"
"527","C_527","Proximal tubule epithelial cell"
"528","C_528","Proximal tubule epithelial cell"
"529","C_529","Proximal tubule epithelial cell"
"530","C_530","Proximal tubule epithelial cell"
"531","C_531","Proximal tubule epithelial cell"
"532","C_532","Proximal tubule epithelial cell"
"533","C_533","Proximal tubule epithelial cell"
"534","C_534","Proximal tubule epithelial cell"
"535","C_535","Proximal tubule epithelial cell"
"536","C_536","Proximal tubule epithelial cell"
"537","C_537","Proximal tubule epithelial cell"
"538","C_538","Proximal tubule epithelial cell"
"539","C_539","Proximal tubule epithelial cell"
"540","C_540","Proximal tubule epithelial cell"
"541","C_541","Proximal tubule epithelial cell"
"542","C_542","Proximal tubule epithelial cell"
"543","C_543","Proximal tubule epithelial cell"
"544","C_544","Proximal tubule epithelial cell"
"545","C_545","Proximal tubule epithelial cell"
"546","C_546","Proximal tubule epithelial cell"
"547","C_547","Proximal tubule epithelial cell"
"548","C_548","Proximal tubule epithelial cell"
"549","C_549","Proximal tubule epithelial cell"
"550","C_550","Proximal tubule epithelial cell"
"551","C_551","Proximal tubule epithelial cell"
"552","C_552","Proximal tubule epithelial cell"
"553","C_553","Proximal tubule epithelial cell"
"554","C_554","Proximal tubule epithelial cell"
"555","C_555","Proximal tubule epithelial cell"
"556","C_556","Proximal tubule epithelial cell"
"557","C_557","Proximal tubule epithelial cell"
"558","C_558","Proximal tubule epithelial cell"
"559","C_559","Proximal tubule epithelial cell"
"560","C_560","Proximal tubule epithelial cell"
"561","C_561","Proximal tubule epithelial cell"
"562","C_562","Proximal tubule epithelial cell"
"563","C_563","Proximal tubule epithelial cell"
"564","C_564","Proximal tubule epithelial cell"
"565","C_565","Proximal tubule epithelial cell"
"566","C_566","Proximal tubule epithelial cell"
"567","C_567","Proximal tubule epithelial cell"
"568","C_568","Proximal tubule epithelial cell"
"569","C_569","Proximal tubule epithelial cell"
"570","C_570","Proximal tubule epithelial cell"
"571","C_571","Proximal tubule epithelial cell"
"572","C_572","Proximal tubule epithelial cell"
"573","C_573","Proximal tubule epithelial cell"
"574","C_574","Proximal tubule epithelial cell"
"575","C_575","Proximal tubule epithelial cell"
"576","C_576","Proximal tubule epithelial cell"
"577","C_577","Proximal tubule epithelial cell"
"578","C_578","Proximal tubule epithelial cell"
"579","C_579","Proximal tubule epithelial cell"
"580","C_580","Proximal tubule epithelial cell"
"581","C_581","Proximal tubule epithelial cell"
"582","C_582","Proximal tubule epithelial cell"
"583","C_583","Proximal tubule epithelial cell"
"584","C_584","Proximal tubule epithelial cell"
"585","C_585","Proximal tubule epithelial cell"
"586","C_586","Proximal tubule epithelial cell"
"587","C_587","Proximal tubule epithelial cell"
"588","C_588","Proximal tubule epithelial cell"
"589","C_589","Proximal tubule epithelial cell"
"590","C_590","Proximal tubule epithelial cell"
"591","C_591","Proximal tubule epithelial cell"
"592","C_592","Proximal tubule epithelial cell"
"593","C_593","Proximal tubule epithelial cell"
"594","C_594","Proximal tubule epithelial cell"
"595","C_595","Proximal tubule epithelial cell"
"596","C_596","Proximal tubule epithelial cell"
"597","C_597","Proximal tubule epithelial cell"
"598","C_598","Proximal tubule epithelial cell"
"599","C_599","Proximal tubule epithelial cell"
"600","C_600","Proximal tubule epithelial cell"
"601","C_601","Proximal tubule epithelial cell"
"602","C_602","Proximal tubule epithelial cell"
"603","C_603","Proximal tubule epithelial cell"
"604","C_604","Proximal tubule epithelial cell"
"605","C_605","Proximal tubule epithelial cell"
"606","C_606","Proximal tubule epithelial cell"
"607","C_607","Proximal tubule epithelial cell"
"608","C_608","Proximal tubule epithelial cell"
"609","C_609","Proximal tubule epithelial cell"
"610","C_610","Proximal tubule epithelial cell"
"611","C_611","Proximal tubule epithelial cell"
"612","C_612","Proximal tubule epithelial cell"
"613","C_613","Proximal tubule epithelial cell"
"614","C_614","Proximal tubule epithelial cell"
"615","C_615","Proximal tubule epithelial cell"
"616","C_616","Proximal tubule epithelial cell"
"617","C_617","Proximal tubule epithelial cell"
"618","C_618","Proximal tubule epithelial cell"
"619","C_619","Proximal tubule epithelial cell"
"620","C_620","Proximal tubule epithelial cell"
"621","C_621","Proximal tubule epithelial cell"
"622","C_622","Proximal tubule epithelial cell"
"623","C_623","Proximal tubule epithelial cell"
"624","C_624","Proximal tubule epithelial cell"
"625","C_625","Proximal tubule epithelial cell"
"626","C_626","Proximal tubule epithelial cell"
"627","C_627","Proximal tubule epithelial cell"
"628","C_628","Proximal tubule epithelial cell"
"629","C_629","Proximal tubule epithelial cell"
"630","C_630","Proximal tubule epithelial cell"
"631","C_631","Proximal tubule epithelial cell"
"632","C_632","Proximal tubule epithelial cell"
"633","C_633","Proximal tubule epithelial cell"
"634","C_634","Proximal tubule epithelial cell"
"635","C_635","Proximal tubule epithelial cell"
"636","C_636","Proximal tubule epithelial cell"
"637","C_637","Proximal tubule epithelial cell"
"638","C_638","Proximal tubule epithelial cell"
"639","C_639","Proximal tubule epithelial cell"
"640","C_640","Proximal tubule epithelial cell"
"641","C_641","Proximal tubule epithelial cell"
"642","C_642","Proximal tubule epithelial cell"
"643","C_643","Proximal tubule epithelial cell"
"644","C_644","Proximal tubule epithelial cell"
"645","C_645","Proximal tubule epithelial cell"
"646","C_646","Proximal tubule epithelial cell"
"647","C_647","Proximal tubule epithelial cell"
"648","C_648","Proximal tubule epithelial cell"
"649","C_649","Proximal tubule epithelial cell"
"650","C_650","Proximal tubule epithelial cell"
